개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,축산물가공업구분명,축산업무구분명,축산일련번호,최종수정시점
3970000,397000003420240001,2024-06-21,,폐업,2025-02-20,,,,0,,13827,어쿱,단미,I,000,2025-12-15 16:15:28,"경기도 과천시 문원청계2길 5, 지하1층 (문원동)",폐업,0002,03,,200707.120025858    ,435777.967620191    ,경기도 과천시 문원동 115-115 지하1층 ,단미,사료제조업,,2025-02-21 14:24:30
3970000,397000003420220001,2022-03-24,,영업/정상,,,,,0,,13818,건초사료,수입,I,000,2025-12-15 16:15:28,"경기도 과천시 장군마을3길 61, 401호 (주암동, 그린빌)",정상,0000,01,,202737.029457683    ,440070.515012895    ,경기도 과천시 주암동 66-3 그린빌 401호,수입,사료제조업,,2023-05-22 18:09:08
3970000,397000003420230001,2023-11-24,,영업/정상,,,,,0,,13840,대한켐텍주식회사,수입,I,000,2025-12-15 16:15:28,"경기도 과천시 과천대로7길 65, 과천상상자이타워 B동 1208호 (갈현동)",정상,0000,01,,197773.619424604    ,434941.060654091    ,경기도 과천시 갈현동 456 과천상상자이타워 B동 1208호,수입,사료제조업,,2025-02-13 18:44:00
3970000,397000003420250001,2025-02-13,,영업/정상,,,,,0,,13807,주식회사 버틀러홀딩스,수입,I,L00,2025-12-15 16:15:28,"경기도 과천시 관문로 92, 힐스테이트 과천중앙 101동 20층 2014호 (중앙동)",정상,0000,01,,199100.020019967    ,436409.924391081    ,경기도 과천시 중앙동 38 힐스테이트 과천중앙 101동 2014호,수입,사료제조업,,2025-04-14 10:03:55
3970000,397000003420250002,2025-08-07,,영업/정상,,,,,0,,13807,주식회사 바이젠,수입,I,L00,2025-12-15 16:15:28,"경기도 과천시 관문로 92, 힐스테이트 과천중앙 101동 1307호 (중앙동)",정상,0000,01,,199100.020019967    ,436409.924391081    ,경기도 과천시 중앙동 38 힐스테이트 과천중앙 101동 1307호,수입,사료제조업,,2025-08-08 15:09:24
3970000,397000003420250003,2025-11-10,,영업/정상,,,,,,,13826,림텍스 코퍼레이션,수입,I,000,2025-12-15 16:15:28,"경기도 과천시 사기막길 18, 사기막골마을회관 105호 (문원동)",정상,0000,01,,199807.321958514    ,435406.481024402    ,경기도 과천시 문원동 319-2 사기막골마을회관 105호,수입,사료제조업,,2025-11-10 18:01:13
3970000,397000003420250004,2025-12-05,,영업/정상,,,,,0,,13807,포우베이크,단미,I,000,2025-12-15 16:15:28,"경기도 과천시 관문로 92, 힐스테이트 과천중앙 B동 1층 105호 (중앙동)",정상,0000,01,,199100.020019967    ,436409.924391081    ,경기도 과천시 중앙동 38 힐스테이트 과천중앙 B동 105호,단미,사료제조업,,2025-12-05 15:12:29
3970000,397000003420210001,2021-02-23,,영업/정상,,,,,,,13822,해뜨는집,수입,I,000,2025-12-15 16:15:28,"경기도 과천시 경마공원대로 107, 한국마사회 서울경마장조교사협회 12팀동 (주암동)",정상,0000,01,,201414.290510998    ,438412.741689539    ,경기도 과천시 주암동 685 한국마사회 ,수입,사료제조업,,2021-02-23 16:17:33
3980000,398000003420200003,2020-11-16,,폐업,2026-01-21,,,,0,,11936,방주물산,수입,I,000,2026-01-22 21:03:30,"경기도 구리시 이문안로15번길 15, 1층 (교문동)",폐업,0002,03,,211667.848251299    ,454498.533392743    ,경기도 구리시 교문동 763-4 ,수입,사료제조업,,2026-01-21 17:01:00
3980000,398000003420260001,2026-05-19,,영업/정상,,,,,0,,11901,코코댕,단미,I,000,2026-05-20 21:03:30,"경기도 구리시 갈매순환로166번길 46, 금강펜테리움 IX타워 지식산업센터 02-013호 (갈매동)",정상,0000,01,07080644094,210943.005419279    ,459321.36955802     ,경기도 구리시 갈매동 552-12 금강펜테리움 IX타워 지식산업센터 ,단미,사료제조업,,2026-05-19 09:59:57
3980000,398000003420220001,2022-08-08,,영업/정상,,,,,0,,11924,주식회사 글로브,수입,U,000,2026-05-21 03:03:03,"경기도 구리시 아차산로506번길 22, 4층 1호 (교문동)",정상,0000,01,07070070120,211574.764036527    ,455303.799879748    ,경기도 구리시 교문동 202-6 401호,수입,사료제조업,,2026-05-20 11:15:14
3980000,398000003420220002,2022-12-05,,영업/정상,,,,,0,,11921,하루의 선물 수제간식&강아지케이크,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 건원대로34번길 9, 세신리빙프라자 2층 201호 (인창동)",정상,0000,01,,212369.212478462    ,455794.015908037    ,경기도 구리시 인창동 670-9 세신리빙프라자 201호,단미,사료제조업,,2025-08-22 14:53:31
3980000,398000003420230003,2023-06-07,,영업/정상,,,,,0,,11901,씨에스펫랩 주식회사,단미,I,L00,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 6층 H618호 (갈매동)",정상,0000,01,0315135657,210788.805116026    ,459177.999364413    ,경기도 구리시 갈매동 552-6 구리갈매 아너시티 H618호,단미,사료제조업,,2023-06-07 16:16:03
3980000,398000003420230004,2023-06-20,,휴업,,2024-05-14,2024-12-31,,0,,11901,라이프 오브 라일리(Life of Riley),단미,I,000,2025-12-15 16:15:28,"경기도 구리시 산마루로 19, 진영트윈타워 B동 203호 (갈매동)",휴업,0001,02,,210231.945764588    ,458827.648697666    ,경기도 구리시 갈매동 605-2 진영트윈타워 B동 203호,단미,사료제조업,,2024-05-14 15:21:03
3980000,398000003420230006,2023-08-18,,영업/정상,,,,,0,,11901,펫케어,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 B4층 BH411호 (갈매동)",정상,0000,01,,210788.805116026    ,459177.999364413    ,경기도 구리시 갈매동 552-6 구리갈매 아너시티 ,단미,사료제조업,,2023-08-18 14:52:49
3980000,398000003420230007,2023-09-14,,영업/정상,,,,,0,,11901,반피나(banpina),단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로 180, 스칸센 B동 2층 242호 (갈매동)",정상,0000,01,,210762.239910866    ,459251.612882599    ,경기도 구리시 갈매동 552-4 ,단미,사료제조업,,2025-03-27 15:07:07
3980000,398000003420240001,2024-01-31,,영업/정상,,,,,0,,11942,아르멍미르멍,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 검배로 104, 한아름빌딩 3층 (수택동)",정상,0000,01,,213125.657932454    ,454687.754909136    ,경기도 구리시 수택동 285-6 한아름빌딩 ,단미,사료제조업,,2024-01-31 17:06:55
3980000,398000003420240002,2024-02-27,,영업/정상,,,,,0,,11901,바르다펫,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 46, 금강펜테리움 IX타워 지식산업센터 230호 (갈매동)",정상,0000,01,,210943.005419279    ,459321.36955802     ,경기도 구리시 갈매동 552-12 금강펜테리움 IX타워 지식산업센터 ,단미,사료제조업,,2024-02-27 10:17:59
3980000,398000003420240003,2024-03-06,,영업/정상,,,,,0,,11901,반피나(Banpina),배합,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로 180, 스칸센 B동 2층 42호 (갈매동)",정상,0000,01,,210762.239910866    ,459251.612882599    ,경기도 구리시 갈매동 552-4 ,배합,사료제조업,,2025-03-27 15:07:23
3980000,398000003420240004,2024-03-26,,영업/정상,,,,,0,,11901,미쓰까다롭,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로 180, 힐스테이트 갈매역 스칸센 지식산업센터 B동 427호 (갈매동)",정상,0000,01,,210762.239910866    ,459251.612882599    ,경기도 구리시 갈매동 552-4 ,단미,사료제조업,,2025-06-20 10:05:34
3980000,398000003420240005,2024-04-02,,영업/정상,,,,,0,,11901,루비트리,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 46, 금강펜테리움 IX타워 지식산업센터 8층 828호 (갈매동)",정상,0000,01,,210943.005419279    ,459321.36955802     ,경기도 구리시 갈매동 552-12 금강펜테리움 IX타워 지식산업센터 ,단미,사료제조업,,2024-04-02 13:20:34
3980000,398000003420240006,2024-04-22,,영업/정상,,,,,0,,11935,오븐앤도그,단미,I,000,2025-12-15 16:15:28,경기도 구리시 안골로 20-1 (교문동),정상,0000,01,,211705.484592861    ,454978.182890894    ,경기도 구리시 교문동 737-1 ,단미,사료제조업,,2024-04-22 10:08:13
3980000,398000003420240007,2024-10-25,,영업/정상,,,,,0,,11901,에뜨몽,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 B140호 (갈매동)",정상,0000,01,,210788.805116026    ,459177.999364413    ,경기도 구리시 갈매동 552-6 구리갈매 아너시티 B140호,단미,사료제조업,,2024-10-25 09:49:35
3980000,398000003420250001,2025-02-13,,영업/정상,,,,,0,,11901,아이디얼컴퍼니,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매중앙로 190, B-9017호 (갈매동)",정상,0000,01,0315119079,211121.079282325    ,459492.888691226    ,경기도 구리시 갈매동 545 B-9017 ,단미,사료제조업,,2025-02-13 09:01:32
3980000,398000003420100002,2010-09-01,,영업/정상,,,,,0,,11921,(주)부명,수입,I,000,2025-12-15 16:15:28,"경기도 구리시 건원대로34번길 19, 세신훼미리타운 306호 (인창동)",정상,0000,01,0315538003,212411.871636034    ,455806.456688572    ,경기도 구리시 인창동 672-4 세신훼미리타운 306호,수입,사료제조업,,2022-08-30 15:58:04
3980000,398000003420100003,2010-09-01,,영업/정상,,,,,0,,,아현아쿠아드림,수입,I,000,2025-12-15 16:15:28,"경기도 구리시 건원대로34번길 9, 705호 (인창동,세신리빙프라자)",정상,0000,01,0315516194,212369.212478462    ,455794.015908037    ,경기도 구리시 인창동 670-9 세신리빙프라자 705호,수입,사료제조업,,2017-03-29 14:05:00
3980000,398000003420110001,2011-07-28,,영업/정상,,,,,0,,11905,농업회사법인 주식회사 삼광,보조,I,L00,2025-12-15 16:15:28,"경기도 구리시 동구릉로389번길 89-10, 1층 (사노동)",정상,0000,01,,212024.571277009    ,458903.456591174    ,경기도 구리시 사노동 572-4 ,보조,사료제조업,,2019-04-11 15:33:16
3980000,398000003420120001,2012-01-17,,영업/정상,,,,,,,,태경비앤티,수입,I,000,2025-12-15 16:15:28,"경기도 구리시 경춘로 229 814호 (교문동, 쌍용플래티넘선스타워제8층)",정상,0000,01,0315668160,212357.153075871    ,455436.249926139    ,경기도 구리시 인창동 264-4 쌍용플래티넘선스타워제8층 814호,수입,사료제조업,,2012-01-17 13:12:38
3980000,398000003420150002,2015-06-15,,영업/정상,,,,,0,,11924,인피드바이오,보조,I,000,2025-12-15 16:15:28,"경기도 구리시 경춘로 152, 103호 (교문동)",정상,0000,01,,211587.223874676    ,455356.662741124    ,경기도 구리시 교문동 203-8 103호,보조,사료제조업,,2015-06-15 15:46:07
3980000,398000003420190002,2019-05-08,,영업/정상,,,,,0,,11901,바램과믿음,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로126번길 49, 101호 (갈매동)",정상,0000,01,,210715.028718907    ,458628.52818224     ,경기도 구리시 갈매동 559-1 ,단미,사료제조업,,2019-05-08 08:22:00
3980000,398000003420200001,2020-01-14,,휴업,,2020-05-29,,,0,,11918,정견식,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 건원대로99번길 36-11, 1층 (인창동)",휴업,0001,02,,212085.995037832    ,456225.734971269    ,경기도 구리시 인창동 383-46 ,단미,사료제조업,,2020-05-29 14:49:25
3980000,398000003420250002,2025-04-14,,영업/정상,,,,,0,,11901,주식회사 대한건초,수입,I,L00,2025-12-15 16:15:28,"경기도 구리시 갈매순환로 180, B동 B306호 (갈매동)",정상,0000,01,07088832993,210762.239910866    ,459251.612882599    ,경기도 구리시 갈매동 552-4 B동 B306호,수입,사료제조업,,2025-04-14 09:18:03
3980000,398000003420250003,2025-05-01,,영업/정상,,,,,0,,11901,주식회사 뷰티인아시아,수입,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로 154, 구리갈매현대테라타워 A동 A413호 (갈매동)",정상,0000,01,0269292443,210830.998596299    ,459020.98727058     ,경기도 구리시 갈매동 552-17 A413호,수입,사료제조업,,2025-05-01 15:12:38
3980000,398000003420250004,2025-12-05,,영업/정상,,,,,0,,11932,돈워리독,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 검배로 64, 킴스하우징 5층 (수택동)",정상,0000,01,,212779.876469791    ,454897.347809163    ,경기도 구리시 수택동 488-4 킴스하우징 ,단미,사료제조업,,2025-12-05 10:23:45
3980000,398000003420190004,2019-09-20,,폐업,2020-12-07,,,,0,,11923,허니퍼피스낵,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 응달말로19번길 27, 1층 (인창동)",폐업,0002,03,,211734.527342534    ,455551.930446623    ,경기도 구리시 인창동 610-93 한양태권도 ,단미,사료제조업,,2020-12-07 15:47:09
3980000,398000003420190005,2019-10-16,,폐업,2020-04-14,,,,0,,11932,댕슐랭,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 원수택로52번길 25, 1층 (수택동)",폐업,0002,03,,212534.738799559    ,454840.242942582    ,경기도 구리시 수택동 472-5 ,단미,사료제조업,,2020-04-14 15:09:23
3980000,398000003420200002,2020-03-12,,폐업,2022-06-28,,,,0,,11941,뭉치냠냠,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 이문안로99번길 10-18, 1층 (수택동)",폐업,0002,03,,212598.477254013    ,454446.251804266    ,경기도 구리시 수택동 653-6 ,단미,사료제조업,,2022-06-28 11:21:23
3980000,398000003420210001,2021-03-02,,폐업,2021-12-02,,,,0,,11924,축복,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 안골로 7, 1층 (교문동)",폐업,0002,03,0315296081,211582.230956384    ,455014.308455811    ,경기도 구리시 교문동 731-16 ,단미,사료제조업,,2021-12-02 14:53:01
3980000,398000003420210002,2021-04-12,,폐업,2024-11-29,,,,0,,11901,멍캔두잇,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 경춘북로 252, C동 254호 (갈매동, 갈매역아이파크)",폐업,0002,03,07075430439,210273.098117288    ,459131.618978126    ,경기도 구리시 갈매동 596 갈매역아이파크 ,단미,사료제조업,,2024-11-29 16:19:10
3980000,398000003420210004,2021-08-26,,폐업,2024-04-24,,,,0,,11906,주식회사 비고앤세이지코리아,수입,I,L00,2025-12-15 16:15:28,경기도 구리시 동구릉로460번길 52(사노동),폐업,0002,03,0315234004,212437.162518514    ,459480.250680213    ,경기도 구리시 사노동 360-31 ,수입,사료제조업,,2024-04-24 17:14:21
3980000,398000003420210005,2021-10-13,,폐업,2024-05-02,,,,0,,11918,갈매피쉬팜(Galmae Fish Farm),수입,I,000,2025-12-15 16:15:28,"경기도 구리시 건원대로 51, 3층 3191호 (인창동)",폐업,0002,03,,212231.07708509     ,455918.048828365    ,경기도 구리시 인창동 344-7 ,수입,사료제조업,,2024-05-02 15:44:18
3980000,398000003420230001,2023-02-20,,폐업,2024-04-16,,,,0,,11901,고슬식탁,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 10층 1023호 (갈매동)",폐업,0002,03,,210788.805116026    ,459177.999364413    ,경기도 구리시 갈매동 552-6 구리갈매 아너시티 1023호,단미,사료제조업,,2024-04-16 09:02:32
3980000,398000003420230002,2023-04-06,,폐업,2024-03-18,,,,0,,11901,헤이!버터(hey!butter),단미,I,000,2025-12-15 16:15:28,"경기도 구리시 경춘북로 252, 841동 C186호 (갈매동, 갈매역아이파크)",폐업,0002,03,,210273.098117288    ,459131.618978126    ,경기도 구리시 갈매동 596 갈매역아이파크 841동 C186호,단미,사료제조업,,2024-03-18 16:31:45
3980000,398000003420230005,2023-08-18,,폐업,2024-05-16,,,,0,,11901,존맛댕,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매순환로166번길 45, 구리갈매 아너시티 8층 S802호 (갈매동)",폐업,0002,03,,210788.805116026    ,459177.999364413    ,경기도 구리시 갈매동 552-6 구리갈매 아너시티 ,단미,사료제조업,,2024-05-16 13:10:54
3980000,398000003420240008,2024-10-25,,폐업,2025-04-21,,,,0,,11934,강아지는 내 운명,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 안골로 46-1, 구주빌딩 302호 (교문동)",폐업,0002,03,,211969.203282138    ,454985.54906638     ,경기도 구리시 교문동 735-2 구주빌딩 302호,단미,사료제조업,,2025-04-24 14:19:15
3980000,398000003420100001,2012-05-09,,폐업,2025-04-16,,,,0,,11921,한국사료(주),수입,I,L00,2025-12-15 16:15:28,경기도 구리시 건원대로34번길 11 (인창동),폐업,0002,03,0315593220,212362.568227028    ,455819.024652889    ,경기도 구리시 인창동 670-8 샤르망 빌딩 1001호 ,수입,사료제조업,,2025-04-17 15:25:39
3980000,398000003420120002,2012-07-02,,폐업,2012-07-04,,,,,,,쩡스퍼피,단미,I,000,2025-12-15 16:15:28,경기도 구리시 검배로15번길 18 (수택동),폐업,0002,03,07082517365,212557.236905817    ,455226.889957741    ,경기도 구리시 수택동 524-12 ,단미,사료제조업,,2012-07-04 19:02:38
3980000,398000003420120003,2012-07-09,,폐업,2014-04-07,,,,,,,쩡스퍼피,단미,I,000,2025-12-15 16:15:28,경기도 구리시 검배로15번길 18 (수택동),폐업,0002,03,,212557.236905817    ,455226.889957741    ,경기도 구리시 수택동 524-12 ,단미,사료제조업,,2014-04-07 17:29:00
3980000,398000003420130001,2013-06-11,,폐업,2018-10-16,,,,0,,11906,밀키웨이사료주식회사,수입,I,L00,2025-12-15 16:15:28,경기도 구리시 동구릉로390번길 3 (사노동),폐업,0002,03,0315682346,212500.812354686    ,458907.601044569    ,경기도 구리시 사노동 211-7 ,수입,사료제조업,,2018-10-17 09:21:54
3980000,398000003420130002,2013-12-20,,폐업,2021-09-24,,,,0,,11942,쿨하자,수입,I,000,2025-12-15 16:15:28,경기도 구리시 이문안로139번길 10 (수택동),폐업,0002,03,,212962.890530798    ,454371.175293401    ,경기도 구리시 수택동 684-9 우림@ 102동 212호,수입,사료제조업,,2021-09-24 18:08:16
3980000,398000003420150001,2015-05-27,,폐업,2017-01-09,,,,0,,11938,미산,보조,I,000,2025-12-15 16:15:28,경기도 구리시 장자대로1번길 62-5 (교문동),폐업,0002,03,,211571.42015421     ,454246.577859065    ,경기도 구리시 교문동 798-8 1층 ,보조,사료제조업,,2017-01-09 16:03:29
3980000,398000003420160001,2016-02-17,,폐업,2018-10-24,,,,0,,11906,헬스코아(주),수입,I,L00,2025-12-15 16:15:28,"경기도 구리시 동구릉로460번길 48 (사노동, 제조업소)",폐업,0002,03,07046806883,212416.512659544    ,459489.461902234    ,경기도 구리시 사노동 360-30 ,수입,사료제조업,,2018-10-24 16:09:04
3980000,398000003420170001,2017-04-25,,폐업,2018-11-19,,,,0,,11950,to.가장 소중한 너에게,단미,I,000,2025-12-15 16:15:28,경기도 구리시 딸기원중문길 36 (교문동),폐업,0002,03,,210547.10770332     ,455722.398711134    ,경기도 구리시 교문동 327-18 ,단미,사료제조업,,2018-11-19 16:36:30
3980000,398000003420180001,2018-03-29,,폐업,2020-02-19,,,,0,,11901,영양 한스푼,단미,I,000,2025-12-15 16:15:28,경기도 구리시 갈매순환로204번길 8-58 (갈매동),폐업,0002,03,,210882.374942898    ,459457.398818486    ,경기도 구리시 갈매동 540-3 ,단미,사료제조업,,2020-02-19 15:11:04
3980000,398000003420180002,2018-07-26,,폐업,2020-07-15,,,,0,,11937,오구오구내새끼,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 이문안로 31, 구리두산아파트 상가동 1층 119호 (교문동)",폐업,0002,03,,211883.553917781    ,454545.440884413    ,경기도 구리시 교문동 766 구리두산아파트 상가동 119호,단미,사료제조업,,2020-07-15 17:44:00
3980000,398000003420190001,2023-02-24,,폐업,2024-11-29,,,,0,,11902,마시꾸멍,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 갈매중앙로55번길 10, 102호 (갈매동)",폐업,0002,03,,210126.29767669     ,458615.011666585    ,경기도 구리시 갈매동 619-5 ,단미,사료제조업,,2024-11-29 16:18:21
3980000,398000003420190003,2019-06-14,,폐업,2020-03-30,,,,0,,11924,그래몽,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 아차산로500번길 37, 1층 2호 (교문동)",폐업,0002,03,,211645.785703022    ,455264.914892177    ,경기도 구리시 교문동 211-13 ,단미,사료제조업,,2020-03-30 16:04:07
3980000,398000003420210003,2021-06-16,,영업/정상,,,,,0,,11936,댕스기빙데이,단미,I,000,2025-12-15 16:15:28,"경기도 구리시 이문안로 27, 대명빌리지  상가동 1층 111호 (교문동)",정상,0000,01,0315552539,211740.338307361    ,454512.872661898    ,경기도 구리시 교문동 765 대명빌리지  상가동 ,단미,사료제조업,,2021-06-16 10:01:55
3990000,399000003420170008,2017-06-02,,폐업,2018-02-26,,,,0,,12186,구름이네,단미,I,000,2025-12-15 16:15:28,"경기도 남양주시 화도읍 녹촌로 22, 상가동 지하층 7호 (신한토탈아파트)",폐업,0002,03,,226417.645595042    ,460419.891464186    ,경기도 남양주시 화도읍 창현리 764 ,단미,사료제조업,,2018-02-27 08:58:13
3990000,399000003420170010,2017-08-30,,폐업,2018-11-05,,,,0,,12197,명진생활건강기술(주),보조,I,L00,2025-12-15 16:15:28,경기도 남양주시 화도읍 수레로1092번길 19-17,폐업,0002,03,,226868.758882266    ,459080.540730982    ,경기도 남양주시 화도읍 차산리 166-1 ,보조,사료제조업,,2018-11-05 11:02:19
3990000,399000003420180003,2018-03-27,,폐업,2020-06-04,,,,0,,12196,피크닉,단미,I,000,2025-12-15 16:15:28,경기도 남양주시 화도읍 폭포로242번길 35,폐업,0002,03,,227895.024388945    ,459499.217706263    ,경기도 남양주시 화도읍 창현리 174-2 ,단미,사료제조업,,2020-06-04 16:15:43
3990000,399000003420180004,2018-03-29,,폐업,2023-07-07,,,,0,,12179,푸드독,단미,I,000,2025-12-15 16:15:28,경기도 남양주시 화도읍 마석중앙로 44,폐업,0002,03,,226809.232872107    ,461179.627662345    ,경기도 남양주시 화도읍 창현리 494-18 ,단미,사료제조업,,2023-07-07 15:16:13
3990000,399000003420180006,2018-05-10,,폐업,2020-11-19,,,,0,,12237,엘리푸드,단미,I,000,2025-12-15 16:15:28,"경기도 남양주시 경춘로995번길 8, 1층 102호 (금곡동)",폐업,0002,03,,218638.805859206    ,459256.040583665    ,경기도 남양주시 금곡동 157-1 ,단미,사료제조업,,2020-11-19 15:21:14
3990000,399000003420240015,2024-07-16,,영업/정상,,,,,0,,12248,주식회사 다봄씨엔에스,보조,I,000,2025-12-15 16:15:28,"경기도 남양주시 다산중앙로19번길 21, 다산진건 블루웨일 지식산업센터 1차 F동 6층 29~30호 (다산동)",정상,0000,01,18336213,213475.84503244     ,456850.705350484    ,경기도 남양주시 다산동 6144 다산진건 블루웨일 지식산업센터 1차 ,보조,사료제조업,,2024-10-04 15:21:37
3990000,399000003420240016,2024-08-01,,영업/정상,,,,,0,,12096,주식회사 단코레,수입,I,000,2025-12-15 16:15:28,"경기도 남양주시 순화궁로 418, 1동 4층 비4-0036호 (별내동)",정상,0000,01,,210755.703831856    ,462357.841535324    ,경기도 남양주시 별내동 865 ,수입,사료제조업,,2024-08-01 15:52:38
3990000,399000003420240017,2024-08-12,,영업/정상,,,,,0,,12106,주식회사 정민,단미,I,000,2025-12-15 16:15:28,"경기도 남양주시 순화궁로 272, 동광 비즈타워 별내 147호 (별내동)",정상,0000,01,,211348.256031066    ,461027.650120853    ,경기도 남양주시 별내동 974-1 동광 비즈타워 별내 ,단미,사료제조업,,2024-08-13 14:19:26
3990000,399000003420240018,2024-08-13,,폐업,2026-04-22,,,,0,,12083,남선사료,수입,I,000,2026-04-24 21:03:29,"경기도 남양주시 별내면 청학로68번길 6, 503동 1203호 (청학주공5단지아파트)",폐업,0002,03,,210615.408085924    ,467259.124912379    ,경기도 남양주시 별내면 청학리 412 청학주공5단지아파트 ,수입,사료제조업,,2026-04-22 13:58:12
3990000,399000003420240019,2024-08-22,,영업/정상,,,,,,,12030,이등 컴퍼니,수입,I,000,2025-12-15 16:15:28,"경기도 남양주시 수동면 남가로1674번길 77-28, 1층",정상,0000,01,,230397.677266188    ,465332.730701604    ,경기도 남양주시 수동면 입석리 69-4 ,수입,사료제조업,,2024-08-22 15:32:17
3990000,399000003420240020,2024-09-26,,영업/정상,,,,,0,,12199,(주)펫앤드림,수입,I,000,2025-12-15 16:15:28,경기도 남양주시 화도읍 재재기로71번길 17,정상,0000,01,,226658.950476713    ,458563.1857952      ,경기도 남양주시 화도읍 차산리 215-8 ,수입,사료제조업,,2024-09-30 09:44:08
3990000,399000003420240021,2024-09-30,,영업/정상,,,,,0,,12279,(주)예원통상,수입,I,000,2025-12-15 16:15:28,경기도 남양주시 조안면 고래산로451번길 4,정상,0000,01,0318216679,226152.845716661    ,453849.994597579    ,경기도 남양주시 조안면 시우리 155-3 ,수입,사료제조업,,2024-09-30 17:33:53
3990000,399000003420030001,2003-09-05,,폐업,2017-08-30,,,,0,,,금강피드상사,수입,I,000,2025-12-15 16:15:28,,폐업,0002,03,,225596.172263972    ,460832.230026187    ,경기도 남양주시 화도읍 녹촌리 201 ,수입,사료제조업,,2017-08-30 17:10:05
3990000,399000003420090002,2009-04-14,,폐업,2022-04-14,,,,0,,12139,쥬펫코리아,수입,I,000,2025-12-15 16:15:28,경기도 남양주시 진건읍 진관로 503,폐업,0002,03,0315713600,213652.623432062    ,461281.332891195    ,경기도 남양주시 진건읍 진관리 605-20 ,수입,사료제조업,,2022-04-14 14:45:55
3990000,399000003420090003,2009-07-13,,폐업,2012-04-03,,,,,,,(주)한국아이피에이치,수입,I,L00,2025-12-15 16:15:28,경기도 남양주시 진건읍 사릉로 293,폐업,0002,03,07076050079,216541.859178452    ,460857.31723421     ,경기도 남양주시 진건읍 사능리 247-8 ,수입,사료제조업,,2012-04-05 10:59:01
3990000,399000003420100002,2010-05-10,,폐업,2020-08-03,,,,0,,12048,양지단미사료,단미,I,000,2025-12-15 16:15:28,경기도 남양주시 오남읍 양지로81번길 20,폐업,0002,03,,217917.055169612    ,464843.69805351     ,경기도 남양주시 오남읍 오남리 575 ,단미,사료제조업,,2020-08-03 09:09:51
3990000,399000003420100003,2010-06-18,,폐업,2012-05-16,,,,,,,유로유통,수입,I,000,2025-12-15 16:15:28,경기도 남양주시 호평로46번안길 3-21 (호평동),폐업,0002,03,0315282776,221638.512971166    ,461501.443862212    ,경기도 남양주시 호평동 645-14 ,수입,사료제조업,,2012-05-16 19:42:25
3990000,399000003420110001,2011-03-15,,폐업,2012-09-24,,,,,,,(주)선누리,보조,I,L00,2025-12-15 16:15:28,경기도 남양주시 수동면 소래비로440번길 38-38,폐업,0002,03,0315115608,228852.797113813    ,465340.495936474    ,경기도 남양주시 수동면 송천리 427-2 ,보조,사료제조업,,2012-09-24 11:36:26
3990000,399000003420110002,2011-07-15,,폐업,2011-10-10,,,,,,,간식시간,단미,I,000,2025-12-15 16:15:28,경기도 남양주시 진접읍 양진로926번길 69-8,폐업,0002,03,,216121.832683876    ,467209.888869701    ,경기도 남양주시 진접읍 연평리 147-14 ,단미,사료제조업,,2011-10-10 17:35:51
3990000,399000003420190001,2019-01-23,,폐업,2023-08-21,,,,0,,12036,주식회사 엠디클러스터,수입,I,000,2025-12-15 16:15:28,경기도 남양주시 오남읍 경복대로 120-76,폐업,0002,03,,218188.947          ,467366.900666667    ,경기도 남양주시 오남읍 양지리 13-1 ,수입,사료제조업,,2023-08-21 14:41:49
